#prot1 prot2 sim-domain sim-global
A0A341BUD1 A0A4U1FLV8 0.9621764705882353 0.8243529411764706
A0A341BUD1 A0A6S7HWI1 0.8109999999999999 0.6252352941176471
A0A341BUD1 A0A7J5Z3V9 0.8481764705882353 0.6895882352941176
A0A341BUD1 G1RDJ1 0.901 0.7876470588235294
A0A341BUD1 L9L140 0.8504705882352941 0.4095882352941177
A0A341BUD1 V8N949 0.8276470588235294 0.8276470588235294
A0A341BUD1 A0A124BZ38 0.6548823529411765 0.30747058823529416
A0A341BUD1 A0A135LAS7 0.7866470588235295 0.3414117647058823
A0A341BUD1 A0A6V8HGV9 0.7120588235294117 0.30194117647058827
A0A341BUD1 A0A8H4HR95 0.7277647058823529 0.3095882352941176
A0A341BUD1 A0A8H4MQG6 0.7262352941176471 0.31000000000000005
A0A341BUD1 A0A8H6QBR5 0.7218235294117648 0.30629411764705883
A0A341BUD1 A0A8H6V6W2 0.7261176470588235 0.29123529411764704
A0A341BUD1 A0A5N3UXN3 0.6212352941176471 0.6044117647058824
A0A341BUD1 A0A5N3XUP3 0.6171176470588235 0.606
A0A341BUD1 A0A6A5L782 0.6512941176470588 0.6512941176470588
A0A341BUD1 A0A8B9X892 0.5878823529411765 0.587
A0A341BUD1 A0A8B9XAL2 0.8834705882352941 0.6054705882352941
A0A341BUD1 W5PG41 0.8854117647058823 0.5896470588235294
A0A341BUD1 A0A0P1ABU9 0.6326470588235293 0.3594705882352941
A0A341BUD1 A0A3F2RIR8 0.6238823529411764 0.3661764705882353
A0A341BUD1 A0A3M6VVN6 0.7130588235294117 0.3404705882352941
A0A341BUD1 A0A3R7ILN0 0.6272941176470588 0.32099999999999995
A0A341BUD1 A0A421FQ00 0.6244705882352941 0.3584705882352941
A0A341BUD1 A0A8J4SC83 0.6272941176470588 0.32099999999999995
A0A4U1FLV8 A0A6S7HWI1 0.8063529411764706 0.6957058823529412
A0A4U1FLV8 A0A7J5Z3V9 0.8356470588235294 0.6531176470588236
A0A4U1FLV8 G1RDJ1 0.9004705882352941 0.7437647058823529
A0A4U1FLV8 L9L140 0.8368823529411764 0.4464117647058824
A0A4U1FLV8 V8N949 0.820529411764706 0.7661176470588236
A0A4U1FLV8 A0A124BZ38 0.6717647058823529 0.3158235294117647
A0A4U1FLV8 A0A135LAS7 0.7848235294117647 0.33552941176470585
A0A4U1FLV8 A0A6V8HGV9 0.7329411764705882 0.3048823529411765
A0A4U1FLV8 A0A8H4HR95 0.7448823529411766 0.3228823529411765
A0A4U1FLV8 A0A8H4MQG6 0.7433529411764705 0.32329411764705884
A0A4U1FLV8 A0A8H6QBR5 0.7397647058823529 0.30700000000000005
A0A4U1FLV8 A0A8H6V6W2 0.7433529411764705 0.30217647058823527
A0A4U1FLV8 A0A5N3UXN3 0.6370588235294118 0.5851176470588235
A0A4U1FLV8 A0A5N3XUP3 0.634 0.5880000000000001
A0A4U1FLV8 A0A6A5L782 0.6308235294117648 0.6308235294117648
A0A4U1FLV8 A0A8B9X892 0.6057058823529411 0.571
A0A4U1FLV8 A0A8B9XAL2 0.8598823529411764 0.5772352941176471
A0A4U1FLV8 W5PG41 0.8666470588235294 0.5784705882352941
A0A4U1FLV8 A0A0P1ABU9 0.6464705882352941 0.3782941176470588
A0A4U1FLV8 A0A3F2RIR8 0.6377058823529411 0.37382352941176467
A0A4U1FLV8 A0A3M6VVN6 0.731235294117647 0.3454117647058823
A0A4U1FLV8 A0A3R7ILN0 0.6406470588235293 0.3381764705882353
A0A4U1FLV8 A0A421FQ00 0.6379411764705882 0.3682352941176471
A0A4U1FLV8 A0A8J4SC83 0.6406470588235293 0.3381764705882353
A0A6S7HWI1 A0A7J5Z3V9 0.7932941176470588 0.5565882352941176
A0A6S7HWI1 G1RDJ1 0.8178823529411765 0.5901764705882353
A0A6S7HWI1 L9L140 0.7492941176470589 0.4389411764705883
A0A6S7HWI1 V8N949 0.7990588235294118 0.6093529411764707
A0A6S7HWI1 A0A124BZ38 0.6643529411764706 0.2670588235294118
A0A6S7HWI1 A0A135LAS7 0.7930588235294118 0.273
A0A6S7HWI1 A0A6V8HGV9 0.7127058823529412 0.2592941176470588
A0A6S7HWI1 A0A8H4HR95 0.720764705882353 0.27270588235294113
A0A6S7HWI1 A0A8H4MQG6 0.7191176470588235 0.2722941176470588
A0A6S7HWI1 A0A8H6QBR5 0.714 0.27070588235294113
A0A6S7HWI1 A0A8H6V6W2 0.7179411764705883 0.2547058823529412
A0A6S7HWI1 A0A5N3UXN3 0.6072941176470588 0.49258823529411766
A0A6S7HWI1 A0A5N3XUP3 0.6069411764705883 0.49758823529411766
A0A6S7HWI1 A0A6A5L782 0.6196470588235294 0.5226470588235295
A0A6S7HWI1 A0A8B9X892 0.5915882352941176 0.4944705882352941
A0A6S7HWI1 A0A8B9XAL2 0.8202352941176471 0.4992941176470588
A0A6S7HWI1 W5PG41 0.819 0.4921764705882353
A0A6S7HWI1 A0A0P1ABU9 0.6324705882352941 0.32705882352941174
A0A6S7HWI1 A0A3F2RIR8 0.6333529411764706 0.3150588235294117
A0A6S7HWI1 A0A3M6VVN6 0.6917058823529412 0.2982941176470588
A0A6S7HWI1 A0A3R7ILN0 0.6325294117647059 0.28870588235294115
A0A6S7HWI1 A0A421FQ00 0.6333529411764706 0.3099411764705883
A0A6S7HWI1 A0A8J4SC83 0.6325294117647059 0.28870588235294115
A0A7J5Z3V9 G1RDJ1 0.8030588235294118 0.7348823529411765
A0A7J5Z3V9 L9L140 0.544235294117647 0.38
A0A7J5Z3V9 V8N949 0.7966470588235294 0.7141764705882353
A0A7J5Z3V9 A0A124BZ38 0.6325882352941177 0.2502352941176471
A0A7J5Z3V9 A0A135LAS7 0.76 0.3004117647058824
A0A7J5Z3V9 A0A6V8HGV9 0.6989411764705882 0.2402352941176471
A0A7J5Z3V9 A0A8H4HR95 0.7086470588235294 0.25235294117647056
A0A7J5Z3V9 A0A8H4MQG6 0.7068823529411765 0.25241176470588234
A0A7J5Z3V9 A0A8H6QBR5 0.7083529411764706 0.23741176470588232
A0A7J5Z3V9 A0A8H6V6W2 0.7038235294117647 0.2307058823529412
A0A7J5Z3V9 A0A5N3UXN3 0.6334117647058823 0.5225882352941176
A0A7J5Z3V9 A0A5N3XUP3 0.6489411764705882 0.5271176470588235
A0A7J5Z3V9 A0A6A5L782 0.6495882352941176 0.6495882352941176
A0A7J5Z3V9 A0A8B9X892 0.6457058823529411 0.5267058823529411
A0A7J5Z3V9 A0A8B9XAL2 0.8185882352941176 0.5343529411764706
A0A7J5Z3V9 W5PG41 0.8228823529411765 0.5211176470588235
A0A7J5Z3V9 A0A0P1ABU9 0.6002941176470589 0.30400000000000005
A0A7J5Z3V9 A0A3F2RIR8 0.6082941176470589 0.33435294117647063
A0A7J5Z3V9 A0A3M6VVN6 0.7004117647058823 0.29570588235294115
A0A7J5Z3V9 A0A3R7ILN0 0.6102941176470589 0.2750588235294118
A0A7J5Z3V9 A0A421FQ00 0.6087647058823529 0.33229411764705885
A0A7J5Z3V9 A0A8J4SC83 0.6102941176470589 0.2750588235294118
G1RDJ1 L9L140 0.7647058823529411 0.38911764705882357
G1RDJ1 V8N949 0.876 0.8422352941176471
G1RDJ1 A0A124BZ38 0.6565882352941177 0.2798235294117647
G1RDJ1 A0A135LAS7 0.7710588235294118 0.32882352941176474
G1RDJ1 A0A6V8HGV9 0.7187058823529412 0.2713529411764706
G1RDJ1 A0A8H4HR95 0.731 0.2740588235294118
G1RDJ1 A0A8H4MQG6 0.7297058823529412 0.2748235294117647
G1RDJ1 A0A8H6QBR5 0.7237647058823529 0.2713529411764706
G1RDJ1 A0A8H6V6W2 0.7275882352941176 0.26264705882352946
G1RDJ1 A0A5N3UXN3 0.6231764705882352 0.5581764705882353
G1RDJ1 A0A5N3XUP3 0.6198823529411766 0.5609411764705883
G1RDJ1 A0A6A5L782 0.6495294117647059 0.6495294117647059
G1RDJ1 A0A8B9X892 0.5875882352941176 0.5555882352941177
G1RDJ1 A0A8B9XAL2 0.848 0.6022941176470589
G1RDJ1 W5PG41 0.8605294117647059 0.5709411764705883
G1RDJ1 A0A0P1ABU9 0.642235294117647 0.32947058823529407
G1RDJ1 A0A3F2RIR8 0.6353529411764706 0.3317058823529412
G1RDJ1 A0A3M6VVN6 0.7199411764705883 0.30494117647058827
G1RDJ1 A0A3R7ILN0 0.6351176470588236 0.29347058823529415
G1RDJ1 A0A421FQ00 0.6353529411764706 0.3251764705882353
G1RDJ1 A0A8J4SC83 0.6351176470588236 0.29347058823529415
L9L140 V8N949 0.7637647058823529 0.40170588235294113
L9L140 A0A124BZ38 0.5658235294117647 0.28270588235294114
L9L140 A0A135LAS7 0.5385294117647059 0.23829411764705888
L9L140 A0A6V8HGV9 0.5692352941176471 0.28
L9L140 A0A8H4HR95 0.585764705882353 0.2845882352941177
L9L140 A0A8H4MQG6 0.5862352941176471 0.2842941176470588
L9L140 A0A8H6QBR5 0.5788823529411764 0.28541176470588236
L9L140 A0A8H6V6W2 0.5771764705882353 0.2792941176470588
L9L140 A0A5N3UXN3 0.5518235294117647 0.31070588235294117
L9L140 A0A5N3XUP3 0.5559411764705882 0.31476470588235295
L9L140 A0A6A5L782 0.5520588235294117 0.37688235294117645
L9L140 A0A8B9X892 0.5389411764705883 0.33199999999999996
L9L140 A0A8B9XAL2 0.5414705882352941 0.32482352941176473
L9L140 W5PG41 0.548470588235294 0.2873529411764706
L9L140 A0A0P1ABU9 0.5338235294117647 0.2788235294117647
L9L140 A0A3F2RIR8 0.5575294117647058 0.2930588235294118
L9L140 A0A3M6VVN6 0.5907058823529412 0.27970588235294114
L9L140 A0A3R7ILN0 0.5481176470588236 0.2695294117647059
L9L140 A0A421FQ00 0.5575294117647058 0.2913529411764706
L9L140 A0A8J4SC83 0.5481176470588236 0.2695294117647059
V8N949 A0A124BZ38 0.6679999999999999 0.28570588235294114
V8N949 A0A135LAS7 0.621764705882353 0.33835294117647063
V8N949 A0A6V8HGV9 0.6308235294117648 0.279235294117647
V8N949 A0A8H4HR95 0.6275882352941177 0.28817647058823526
V8N949 A0A8H4MQG6 0.6267647058823529 0.2883529411764706
V8N949 A0A8H6QBR5 0.6268235294117648 0.281
V8N949 A0A8H6V6W2 0.6265294117647059 0.27217647058823524
V8N949 A0A5N3UXN3 0.8136470588235294 0.5944117647058824
V8N949 A0A5N3XUP3 0.8143529411764706 0.5971764705882353
V8N949 A0A6A5L782 0.6921176470588235 0.6921176470588235
V8N949 A0A8B9X892 0.8119411764705882 0.5898235294117646
V8N949 A0A8B9XAL2 0.655 0.6287647058823529
V8N949 W5PG41 0.6462941176470588 0.5925882352941176
V8N949 A0A0P1ABU9 0.7085882352941176 0.357
V8N949 A0A3F2RIR8 0.6953529411764705 0.3517058823529412
V8N949 A0A3M6VVN6 0.6135882352941177 0.3342352941176471
V8N949 A0A3R7ILN0 0.6951176470588235 0.31347058823529417
V8N949 A0A421FQ00 0.6955882352941176 0.344
V8N949 A0A8J4SC83 0.6951176470588235 0.31347058823529417
A0A124BZ38 A0A135LAS7 0.8940588235294118 0.679
A0A124BZ38 A0A6V8HGV9 0.8899411764705882 0.8418823529411765
A0A124BZ38 A0A8H4HR95 0.9351764705882353 0.8261176470588235
A0A124BZ38 A0A8H4MQG6 0.9357058823529412 0.8240588235294117
A0A124BZ38 A0A8H6QBR5 0.8603529411764705 0.8007058823529412
A0A124BZ38 A0A8H6V6W2 0.915235294117647 0.8694117647058823
A0A124BZ38 A0A5N3UXN3 0.7495294117647059 0.30352941176470594
A0A124BZ38 A0A5N3XUP3 0.7508235294117647 0.3013529411764706
A0A124BZ38 A0A6A5L782 0.7228235294117646 0.25088235294117645
A0A124BZ38 A0A8B9X892 0.7475882352941177 0.2735294117647059
A0A124BZ38 A0A8B9XAL2 0.7478823529411764 0.2895294117647059
A0A124BZ38 W5PG41 0.7362352941176471 0.30076470588235293
A0A124BZ38 A0A0P1ABU9 0.8104117647058824 0.2752941176470588
A0A124BZ38 A0A3F2RIR8 0.8375294117647059 0.3021176470588235
A0A124BZ38 A0A3M6VVN6 0.8164117647058824 0.2878235294117647
A0A124BZ38 A0A3R7ILN0 0.8318235294117647 0.3090588235294117
A0A124BZ38 A0A421FQ00 0.838764705882353 0.3058235294117647
A0A124BZ38 A0A8J4SC83 0.8318235294117647 0.3090588235294117
A0A135LAS7 A0A6V8HGV9 0.8525882352941176 0.6393529411764706
A0A135LAS7 A0A8H4HR95 0.8919411764705882 0.6407647058823529
A0A135LAS7 A0A8H4MQG6 0.8917647058823529 0.6371764705882352
A0A135LAS7 A0A8H6QBR5 0.839 0.6312352941176471
A0A135LAS7 A0A8H6V6W2 0.8683529411764705 0.6601764705882354
A0A135LAS7 A0A5N3UXN3 0.7621764705882352 0.3561764705882353
A0A135LAS7 A0A5N3XUP3 0.7561764705882352 0.35435294117647054
A0A135LAS7 A0A6A5L782 0.6224705882352941 0.2918823529411765
A0A135LAS7 A0A8B9X892 0.7448235294117647 0.3237058823529412
A0A135LAS7 A0A8B9XAL2 0.812 0.33852941176470586
A0A135LAS7 W5PG41 0.8198235294117647 0.3544705882352941
A0A135LAS7 A0A0P1ABU9 0.825764705882353 0.2767647058823529
A0A135LAS7 A0A3F2RIR8 0.8233529411764706 0.30829411764705883
A0A135LAS7 A0A3M6VVN6 0.7938823529411765 0.2743529411764706
A0A135LAS7 A0A3R7ILN0 0.8234117647058823 0.30217647058823527
A0A135LAS7 A0A421FQ00 0.8238823529411765 0.3129411764705883
A0A135LAS7 A0A8J4SC83 0.8234117647058823 0.30217647058823527
A0A6V8HGV9 A0A8H4HR95 0.9181764705882353 0.8035294117647058
A0A6V8HGV9 A0A8H4MQG6 0.9164117647058824 0.8006470588235294
A0A6V8HGV9 A0A8H6QBR5 0.9336470588235294 0.806
A0A6V8HGV9 A0A8H6V6W2 0.9237058823529412 0.8345882352941176
A0A6V8HGV9 A0A5N3UXN3 0.7440588235294118 0.29670588235294115
A0A6V8HGV9 A0A5N3XUP3 0.743235294117647 0.29570588235294115
A0A6V8HGV9 A0A6A5L782 0.6936470588235294 0.24335294117647055
A0A6V8HGV9 A0A8B9X892 0.7416470588235294 0.27364705882352947
A0A6V8HGV9 A0A8B9XAL2 0.7448823529411766 0.2870588235294118
A0A6V8HGV9 W5PG41 0.7441764705882352 0.2895882352941177
A0A6V8HGV9 A0A0P1ABU9 0.8111764705882353 0.2870588235294118
A0A6V8HGV9 A0A3F2RIR8 0.8295882352941176 0.3071764705882353
A0A6V8HGV9 A0A3M6VVN6 0.8348823529411764 0.29547058823529415
A0A6V8HGV9 A0A3R7ILN0 0.823764705882353 0.31999999999999995
A0A6V8HGV9 A0A421FQ00 0.8310588235294117 0.30970588235294116
A0A6V8HGV9 A0A8J4SC83 0.823764705882353 0.31999999999999995
A0A8H4HR95 A0A8H4MQG6 0.9968823529411764 0.9914705882352941
A0A8H4HR95 A0A8H6QBR5 0.9442941176470588 0.7887058823529411
A0A8H4HR95 A0A8H6V6W2 0.9581176470588235 0.8808235294117647
A0A8H4HR95 A0A5N3UXN3 0.7591764705882353 0.3005882352941176
A0A8H4HR95 A0A5N3XUP3 0.76 0.30170588235294116
A0A8H4HR95 A0A6A5L782 0.6901764705882353 0.257
A0A8H4HR95 A0A8B9X892 0.7544117647058823 0.2783529411764706
A0A8H4HR95 A0A8B9XAL2 0.7555882352941177 0.2883529411764706
A0A8H4HR95 W5PG41 0.7538823529411764 0.29041176470588237
A0A8H4HR95 A0A0P1ABU9 0.8046470588235294 0.2728235294117647
A0A8H4HR95 A0A3F2RIR8 0.8402352941176471 0.2945882352941176
A0A8H4HR95 A0A3M6VVN6 0.8448235294117648 0.2795882352941177
A0A8H4HR95 A0A3R7ILN0 0.8366470588235294 0.29600000000000004
A0A8H4HR95 A0A421FQ00 0.8411176470588235 0.29594117647058826
A0A8H4HR95 A0A8J4SC83 0.8366470588235294 0.29600000000000004
A0A8H4MQG6 A0A8H6QBR5 0.9421764705882353 0.7878235294117647
A0A8H4MQG6 A0A8H6V6W2 0.9584705882352941 0.8782941176470588
A0A8H4MQG6 A0A5N3UXN3 0.7597058823529412 0.2995882352941176
A0A8H4MQG6 A0A5N3XUP3 0.7604117647058823 0.30047058823529416
A0A8H4MQG6 A0A6A5L782 0.688764705882353 0.25670588235294123
A0A8H4MQG6 A0A8B9X892 0.7551764705882353 0.27664705882352936
A0A8H4MQG6 A0A8B9XAL2 0.7553529411764706 0.2868823529411765
A0A8H4MQG6 W5PG41 0.7523529411764706 0.2892941176470588
A0A8H4MQG6 A0A0P1ABU9 0.8049411764705883 0.2718235294117647
A0A8H4MQG6 A0A3F2RIR8 0.8401764705882353 0.29370588235294115
A0A8H4MQG6 A0A3M6VVN6 0.8429411764705882 0.27917647058823525
A0A8H4MQG6 A0A3R7ILN0 0.8367058823529412 0.2951176470588235
A0A8H4MQG6 A0A421FQ00 0.8410588235294117 0.29494117647058826
A0A8H4MQG6 A0A8J4SC83 0.8367058823529412 0.2951176470588235
A0A8H6QBR5 A0A8H6V6W2 0.9524117647058824 0.8352941176470589
A0A8H6QBR5 A0A5N3UXN3 0.7717647058823529 0.2898823529411765
A0A8H6QBR5 A0A5N3XUP3 0.7683529411764706 0.2882941176470588
A0A8H6QBR5 A0A6A5L782 0.6971764705882353 0.23217647058823532
A0A8H6QBR5 A0A8B9X892 0.7621764705882352 0.26564705882352946
A0A8H6QBR5 A0A8B9XAL2 0.7650588235294118 0.27988235294117647
A0A8H6QBR5 W5PG41 0.7610588235294118 0.2855882352941177
A0A8H6QBR5 A0A0P1ABU9 0.8252352941176471 0.29247058823529415
A0A8H6QBR5 A0A3F2RIR8 0.8258823529411765 0.3055294117647058
A0A8H6QBR5 A0A3M6VVN6 0.8424117647058824 0.3020588235294117
A0A8H6QBR5 A0A3R7ILN0 0.8146470588235294 0.3203529411764706
A0A8H6QBR5 A0A421FQ00 0.8271176470588235 0.3058235294117647
A0A8H6QBR5 A0A8J4SC83 0.8146470588235294 0.3203529411764706
A0A8H6V6W2 A0A5N3UXN3 0.735 0.2872941176470588
A0A8H6V6W2 A0A5N3XUP3 0.7365294117647059 0.2853529411764706
A0A8H6V6W2 A0A6A5L782 0.6900588235294118 0.23111764705882354
A0A8H6V6W2 A0A8B9X892 0.7307058823529411 0.25835294117647056
A0A8H6V6W2 A0A8B9XAL2 0.7564117647058823 0.27588235294117647
A0A8H6V6W2 W5PG41 0.756 0.28241176470588236
A0A8H6V6W2 A0A0P1ABU9 0.8050588235294118 0.27588235294117647
A0A8H6V6W2 A0A3F2RIR8 0.8268823529411764 0.2935294117647059
A0A8H6V6W2 A0A3M6VVN6 0.8383529411764705 0.28041176470588236
A0A8H6V6W2 A0A3R7ILN0 0.8275294117647058 0.30623529411764705
A0A8H6V6W2 A0A421FQ00 0.8280000000000001 0.2960588235294118
A0A8H6V6W2 A0A8J4SC83 0.8275294117647058 0.30623529411764705
A0A5N3UXN3 A0A5N3XUP3 0.9685294117647059 0.9685294117647059
A0A5N3UXN3 A0A6A5L782 0.6076470588235294 0.5625294117647059
A0A5N3UXN3 A0A8B9X892 0.9224117647058824 0.7112941176470589
A0A5N3UXN3 A0A8B9XAL2 0.9250588235294117 0.689764705882353
A0A5N3UXN3 W5PG41 0.9187058823529411 0.8586470588235294
A0A5N3UXN3 A0A0P1ABU9 0.7786470588235295 0.3584705882352941
A0A5N3UXN3 A0A3F2RIR8 0.764 0.36788235294117644
A0A5N3UXN3 A0A3M6VVN6 0.761235294117647 0.3344117647058824
A0A5N3UXN3 A0A3R7ILN0 0.7539411764705882 0.33705882352941174
A0A5N3UXN3 A0A421FQ00 0.7639411764705882 0.36464705882352944
A0A5N3UXN3 A0A8J4SC83 0.7539411764705882 0.33705882352941174
A0A5N3XUP3 A0A6A5L782 0.6038823529411765 0.5650588235294118
A0A5N3XUP3 A0A8B9X892 0.9394705882352942 0.7099411764705883
A0A5N3XUP3 A0A8B9XAL2 0.9390588235294117 0.687235294117647
A0A5N3XUP3 W5PG41 0.8916470588235295 0.8563529411764705
A0A5N3XUP3 A0A0P1ABU9 0.7639411764705882 0.3572352941176471
A0A5N3XUP3 A0A3F2RIR8 0.7529411764705882 0.3677058823529412
A0A5N3XUP3 A0A3M6VVN6 0.7465294117647059 0.33482352941176474
A0A5N3XUP3 A0A3R7ILN0 0.7433529411764705 0.3352352941176471
A0A5N3XUP3 A0A421FQ00 0.7528823529411764 0.3642352941176471
A0A5N3XUP3 A0A8J4SC83 0.7433529411764705 0.3352352941176471
A0A6A5L782 A0A8B9X892 0.6271176470588236 0.6271176470588236
A0A6A5L782 A0A8B9XAL2 0.6074117647058823 0.6067647058823529
A0A6A5L782 W5PG41 0.6181764705882353 0.556
A0A6A5L782 A0A0P1ABU9 0.642 0.35205882352941176
A0A6A5L782 A0A3F2RIR8 0.6871176470588236 0.359
A0A6A5L782 A0A3M6VVN6 0.716764705882353 0.34176470588235297
A0A6A5L782 A0A3R7ILN0 0.6965294117647058 0.3228823529411765
A0A6A5L782 A0A421FQ00 0.6860588235294118 0.3572941176470589
A0A6A5L782 A0A8J4SC83 0.6965294117647058 0.3228823529411765
A0A8B9X892 A0A8B9XAL2 0.9833529411764705 0.9030588235294118
A0A8B9X892 W5PG41 0.8818235294117647 0.6851176470588236
A0A8B9X892 A0A0P1ABU9 0.7524705882352941 0.3777647058823529
A0A8B9X892 A0A3F2RIR8 0.743 0.3649411764705882
A0A8B9X892 A0A3M6VVN6 0.7384705882352941 0.3477058823529412
A0A8B9X892 A0A3R7ILN0 0.7310588235294118 0.3334117647058824
A0A8B9X892 A0A421FQ00 0.7425882352941177 0.3625294117647059
A0A8B9X892 A0A8J4SC83 0.7310588235294118 0.3334117647058824
A0A8B9XAL2 W5PG41 0.9328823529411765 0.6818235294117647
A0A8B9XAL2 A0A0P1ABU9 0.753235294117647 0.37141176470588233
A0A8B9XAL2 A0A3F2RIR8 0.7437647058823529 0.34035294117647064
A0A8B9XAL2 A0A3M6VVN6 0.7377058823529412 0.33182352941176474
A0A8B9XAL2 A0A3R7ILN0 0.7306470588235294 0.3181176470588235
A0A8B9XAL2 A0A421FQ00 0.7435882352941177 0.33805882352941174
A0A8B9XAL2 A0A8J4SC83 0.7306470588235294 0.3181176470588235
W5PG41 A0A0P1ABU9 0.7722941176470588 0.35429411764705887
W5PG41 A0A3F2RIR8 0.7616470588235293 0.35405882352941176
W5PG41 A0A3M6VVN6 0.7591176470588236 0.3243529411764706
W5PG41 A0A3R7ILN0 0.7544117647058823 0.32876470588235296
W5PG41 A0A421FQ00 0.761 0.35058823529411764
W5PG41 A0A8J4SC83 0.7544117647058823 0.32876470588235296
A0A0P1ABU9 A0A3F2RIR8 0.8677058823529412 0.7202352941176471
A0A0P1ABU9 A0A3M6VVN6 0.8570588235294118 0.8089999999999999
A0A0P1ABU9 A0A3R7ILN0 0.8695294117647059 0.7841176470588236
A0A0P1ABU9 A0A421FQ00 0.8682941176470589 0.7126470588235294
A0A0P1ABU9 A0A8J4SC83 0.8695294117647059 0.7841176470588236
A0A3F2RIR8 A0A3M6VVN6 0.8961764705882354 0.7555882352941177
A0A3F2RIR8 A0A3R7ILN0 0.9430588235294117 0.7894117647058824
A0A3F2RIR8 A0A421FQ00 0.9965882352941177 0.9573529411764706
A0A3F2RIR8 A0A8J4SC83 0.9430588235294117 0.7894117647058824
A0A3M6VVN6 A0A3R7ILN0 0.8997647058823529 0.8142941176470588
A0A3M6VVN6 A0A421FQ00 0.896235294117647 0.7441176470588236
A0A3M6VVN6 A0A8J4SC83 0.8997647058823529 0.8142941176470588
A0A3R7ILN0 A0A421FQ00 0.9431764705882353 0.7861764705882353
A0A3R7ILN0 A0A8J4SC83 1.0 1.0
A0A421FQ00 A0A8J4SC83 0.9431764705882353 0.7861764705882353
